阿鼻地狱 a.bi.di.yu
驹光过隙 ju.guang.guo.xi
举国若狂 ju.guo.ruo.kuang
举国上下 ju.guo.shang.xia
举国一致 ju.guo.yi.zhi
拒虎进狼 ju.hu.jin.lang
踞虎盘龙 ju.hu.pan.long
橘化为枳 ju.hua.wei.zhi
跼蹐不安 ju.ji.bu.an
屦及剑及 ju.ji.jian.ji
拒谏饰非 ju.jian.shi.fei
屦贱踊贵 ju.jian.yong.gui
聚精会神 ju.jing.hui.shen
踽踽独行 ju.ju.du.xing
咀嚼英华 ju.jue.ying.hua
举例发凡 ju.li.fa.fan
据理力争 ju.li.li.zheng
居利思义 ju.li.si.yi
聚敛无厌 ju.lian.wu.yan
踞炉炭上 ju.lu.tan.shang
裾马襟牛 ju.ma.jin.niu
聚米为谷 ju.mi.wei.gu
聚米为山 ju.mi.wei.shan
举目千里 ju.mu.qian.li
举目无亲 ju.mu.wu.qin
局骗拐带 ju.pian.guai.dai
举棋不定 ju.qi.bu.ding
拘奇抉异 ju.qi.jue.yi
举棋若定 ju.qi.ruo.ding
距人千里 ju.ren.qian.li
拒人千里 ju.ren.qian.li
拒人于千里之外 ju.ren.yu.qian.li.zhi.wai
举如鸿毛 ju.ru.hong.mao
举如鸿毛取如拾遗 ju.ru.hong.mao.qu.ru.shi.yi
聚沙成塔 ju.sha.cheng.ta
举善荐贤 ju.shan.jian.xian
聚少成多 ju.shao.cheng.duo
拘神遣将 ju.shen.qian.jiang
举世混浊 ju.shi.hun.zhuo
举世皆知 ju.shi.jie.zhi
举世闻名 ju.shi.wen.ming
举世无敌 ju.shi.wu.di
举世无双 ju.shi.wu.shuang
举十知九 ju.shi.zhi.jiu
举世瞩目 ju.shi.zhu.mu
俱收并蓄 ju.shou.bing.xu
举手加额 ju.shou.jia.e
举手投足 ju.shou.tou.zu
举手相庆 ju.shou.xiang.qing
举手之劳 ju.shou.zhi.lao
聚讼纷纭 ju.song.fen.yun
拘俗守常 ju.su.shou.chang
具体而微 ju.ti.er.wei
跼天蹐地 ju.tian.ji.di
居停主人 ju.ting.zhu.ren
据图刎首 ju.tu.wen.shou
局外之人 ju.wai.zhi.ren
举枉措直 ju.wang.cuo.zhi
据为己有 ju.wei.ji.you
聚蚊成雷 ju.wen.cheng.lei
举无遗策 ju.wu.yi.ce
巨细无遗 ju.xi.wu.yi
举贤任能 ju.xian.ren.neng
举贤使能 ju.xian.shi.neng
居心不良 ju.xin.bu.liang
居心叵测 ju.xin.po.ce
居心险恶 ju.xin.xian.e
钜学鸿生 ju.xue.hong.sheng
举要删芜 ju.yao.shan.wu
举一反三 ju.yi.fan.san
举一废百 ju.yi.fei.bai
居移气 ju.yi.qi
居移气养移体 ju.yi.qi.yang.yi.ti
龃龉不合 ju.yu.bu.he
距跃三百 ju.yue.san.bai
句斟字酌 ju.zhen.zi.zhuo
举止不凡 ju.zhi.bu.fan
居之不疑 ju.zhi.bu.yi
举直措枉 ju.zhi.cuo.wang
举止大方 ju.zhi.da.fang
拒之门外 ju.zhi.men.wai
举止失措 ju.zhi.shi.cuo
举止娴雅 ju.zhi.xian.ya
举止言谈 ju.zhi.yan.tan
举止自若 ju.zhi.zi.ruo
举重若轻 ju.zhong.ruo.qing
聚众滋事 ju.zhong.zi.shi
举足轻重 ju.zu.qing.zhong
涓埃之力 juan.ai.zhi.li
捐本逐末 juan.ben.zhu.mo
涓滴不遗 juan.di.bu.yi
涓滴成河 juan.di.cheng.he
涓滴归公 juan.di.gui.gong
涓滴微利 juan.di.wei.li
涓滴之劳 juan.di.zhi.lao
镌骨铭心 juan.gu.ming.xin
娟好静秀 juan.hao.jing.xiu
卷甲倍道 juan.jia.bei.dao
狷介之士 juan.jie.zhi.shi
涓涓不壅 juan.juan.bu.yong
涓涓不壅终为江河 juan.juan.bu.yong.zhong.wei.jiang.he
眷眷之心 juan.juan.zhi.xin
圈牢养物 juan.lao.yang.wu
倦鸟知还 juan.niao.zhi.huan
捐弃前嫌 juan.qi.qian.xian
捐躯报国 juan.qu.bao.guo
捐躯赴难 juan.qu.fu.nan
捐躯殉国 juan.qu.xun.guo
卷土重来 juan.tu.chong.lai
倦尾赤色 juan.wei.chi.se
镌心铭骨 juan.xin.ming.gu
卷帙浩繁 juan.zhi.hao.fan
绝长补短 jue.chang.bu.duan
绝长继短 jue.chang.ji.duan
绝长续短 jue.chang.xu.duan
绝处逢生 jue.chu.feng.sheng
嚼穿龈血 jue.chuan.yin.xue
绝代佳人 jue.dai.jia.ren
崛地而起 jue.di.er.qi
绝顶聪明 jue.ding.cong.ming
决断如流 jue.duan.ru.liu
谲而不正 jue.er.bu.zheng
撧耳挠腮 jue.er.nao.sai
绝甘分少 jue.gan.fen.shao
谲怪之谈 jue.guai.zhi.tan
绝后光前 jue.hou.guang.qian
倔强倨傲 jue.jiang.ju.ao
攫金不见人 jue.jin.bu.jian.ren
掘井及泉 jue.jing.ji.quan
绝裾而去 jue.ju.er.qu
撅坑撅堑 jue.keng.jue.qian
绝口不道 jue.kou.bu.dao
绝路逢生 jue.lu.feng.sheng
绝伦逸群 jue.lun.yi.qun
绝妙好辞 jue.miao.hao.ci
嚼墨喷纸 jue.mo.pen.zhi
抉目吴门 jue.mu.wu.men
绝其本根 jue.qi.ben.gen
觉人觉世 jue.ren.jue.shi
绝仁弃义 jue.ren.qi.yi
绝色佳人 jue.se.jia.ren
绝少分甘 jue.shao.fen.gan
决胜庙堂 jue.sheng.miao.tang
绝圣弃智 jue.sheng.qi.zhi
决胜千里 jue.sheng.qian.li
决胜于千里之外 jue.sheng.yu.qian.li.zhi.wai
绝世超伦 jue.shi.chao.lun
绝世独立 jue.shi.du.li
绝世佳人 jue.shi.jia.ren
掘室求鼠 jue.shi.qiu.shu
绝世无双 jue.shi.wu.shuang
橛守成规 jue.shou.cheng.gui
倔头强脑 jue.tou.jiang.nao
攫为己有 jue.wei.ji.you
绝无仅有 jue.wu.jin.you
抉瑕掩瑜 jue.xia.yan.yu
绝薪止火 jue.xin.zhi.huo
决一雌雄 jue.yi.ci.xiong
决一胜负 jue.yi.sheng.fu
决一死战 jue.yi.si.zhan
绝子绝孙 jue.zi.jue.sun
峻阪盐车 jun.ban.yan.che
君臣佐使 jun.chen.zuo.shi
军法从事 jun.fa.cong.shi
骏骨牵盐 jun.gu.qian.yan
俊杰廉悍 jun.jie.lian.han
军临城下 jun.lin.cheng.xia
军令如山 jun.ling.ru.shan
君命无二 jun.ming.wu.er
君辱臣死 jun.ru.chen.si
皲手茧足 jun.shou.jian.zu
钧天广乐 jun.tian.guang.yue
峻宇雕墙 jun.yu.diao.qiang
君子固穷 jun.zi.gu.qiong
君子好逑 jun.zi.hao.qiu
君子一言 jun.zi.yi.yan
君子一言快马一鞭 jun.zi.yi.yan.kuai.ma.yi.bian
君子之交 jun.zi.zhi.jiao
君子之交淡如水 jun.zi.zhi.jiao.dan.ru.shui
开诚布公 kai.cheng.bu.gong
开诚相见 kai.cheng.xiang.jian
慨当以慷 kai.dang.yi.kang
开弓不放箭 kai.gong.bu.fang.jian
开国功臣 kai.guo.gong.chen
开国元老 kai.guo.yuan.lao
开国元勋 kai.guo.yuan.xun
开合自如 kai.he.zi.ru
开花结果 kai.hua.jie.guo
开怀畅饮 kai.huai.chang.yin
开基创业 kai.ji.chuang.ye
开基立业 kai.ji.li.ye
开疆辟土 kai.jiang.pi.tu
开卷有益 kai.juan.you.yi
开科取士 kai.ke.qu.shi
开口见心 kai.kou.jian.xin
开路先锋 kai.lu.xian.feng
开锣喝道 kai.luo.he.dao
开门见山 kai.men.jian.shan
开门七件事 kai.men.qi.jian.shi
开门揖盗 kai.men.yi.dao
慨然应允 kai.ran.ying.yun
慨然允诺 kai.ran.yun.nuo
开山鼻祖 kai.shan.bi.zu
开山老祖 kai.shan.lao.zu
开山祖师 kai.shan.zu.shi
开台锣鼓 kai.tai.luo.gu
开天辟地 kai.tian.pi.di
开物成务 kai.wu.cheng.wu
开雾睹天 kai.wu.du.tian
开柙出虎 kai.xia.chu.hu
开心见诚 kai.xin.jian.cheng
开源节流 kai.yuan.jie.liu
开云见日 kai.yun.jian.ri
开宗明义 kai.zong.ming.yi
看菜吃饭 kan.cai.chi.fan
看风驶船 kan.feng.shi.chuan
看风使船 kan.feng.shi.chuan
看风使舵 kan.feng.shi.duo
看家本领 kan.jia.ben.ling
看家本事 kan.jia.ben.shi
看景生情 kan.jing.sheng.qing
坎井之蛙 kan.jing.zhi.wa
侃侃谔谔 kan.kan.e.e
侃侃而谈 kan.kan.er.tan
侃侃而言 kan.kan.er.yan
坎坷不平 kan.ke.bu.ping
看破红尘 kan.po.hong.chen
看人眉睫 kan.ren.mei.jie
看人眉眼 kan.ren.mei.yan
看人行事 kan.ren.xing.shi
看杀卫玠 kan.sha.wei.jie
瞰瑕伺隙 kan.xia.si.xi
刊心刻骨 kan.xin.ke.gu
堪以告慰 kan.yi.gao.wei
看朱成碧 kan.zhu.cheng.bi
糠菜半年粮 kang.cai.ban.nian.liang
抗尘走俗 kang.chen.zou.su
亢极之悔 kang.ji.zhi.hui
慷慨悲歌 kang.kai.bei.ge
慷慨陈词 kang.kai.chen.ci
慷慨赴义 kang.kai.fu.yi
慷慨激昂 kang.kai.ji.ang
慷慨激扬 kang.kai.ji.yang
慷慨解囊 kang.kai.jie.nang
慷慨就义 kang.kai.jiu.yi
慷慨淋漓 kang.kai.lin.li
慷慨输将 kang.kai.shu.jiang
慷慨仗义 kang.kai.zhang.yi
伉俪情深 kang.li.qing.shen
亢龙有悔 kang.long.you.hui
慷他人之慨 kang.ta.ren.zhi.kai
抗颜为师 kang.yan.wei.shi
康庄大道 kang.zhuang.da.dao
考绩幽明 kao.ji.you.ming
尻轮神马 kao.lun.shen.ma
靠山吃山 kao.shan.chi.shan
靠山吃山靠水吃水 kao.shan.chi.shan.kao.shui.chi.shui
犒赏三军 kao.shang.san.jun
靠水吃水 kao.shui.chi.shui
科班出身 ke.ban.chu.shen
刻薄寡思 ke.bo.gua.si
刻不容缓 ke.bu.rong.huan
可操左券 ke.cao.zuo.quan
渴尘万斛 ke.chen.wan.hu
可乘之机 ke.cheng.zhi.ji
可乘之隙 ke.cheng.zhi.xi
克敌制胜 ke.di.zhi.sheng
渴而穿井 ke.er.chuan.jing
渴而掘井 ke.er.jue.jing
可发一噱 ke.fa.yi.jue
可歌可泣 ke.ge.ke.qi
刻骨仇恨 ke.gu.chou.hen
刻骨镂心 ke.gu.lou.xin
刻骨铭心 ke.gu.ming.xin
刻骨相思 ke.gu.xiang.si
刻鹄类鹜 ke.hu.lei.wu
刻画入微 ke.hua.ru.wei
刻画无盐 ke.hua.wu.yan
渴骥奔泉 ke.ji.ben.quan
克己奉公 ke.ji.feng.gong
克己复礼 ke.ji.fu.li
刻肌刻骨 ke.ji.ke.gu
克己慎行 ke.ji.shen.xing
克俭克勤 ke.jian.ke.qin
可见一斑 ke.jian.yi.ban
克尽厥职 ke.jin.jue.zhi
苛捐杂税 ke.juan.za.shui
刻苦耐劳 ke.ku.nai.lao
刻木为吏 ke.mu.wei.li
克勤克俭 ke.qin.ke.jian
溘然长往 ke.ran.chang.wang
克绍箕裘 ke.shao.ji.qiu
恪守不渝 ke.shou.bu.yu
恪守成宪 ke.shou.cheng.xian
客死他乡 ke.si.ta.xiang
科头箕踞 ke.tou.ji.ju
磕头礼拜 ke.tou.li.bai
磕头碰脑 ke.tou.peng.nao
磕头如捣 ke.tou.ru.dao
科头跣足 ke.tou.xian.zu
咳唾成珠 ke.tuo.cheng.zhu
可望不可即 ke.wang.bu.ke.ji
可望而不可即 ke.wang.er.bu.ke.ji
可望而不可及 ke.wang.er.bu.ke.ji
刻雾裁风 ke.wu.cai.feng
溘先朝露 ke.xian.zhao.lu
可想而知 ke.xiang.er.zhi
可心如意 ke.xin.ru.yi
磕牙料嘴 ke.ya.liao.zui
刻意经营 ke.yi.jing.ying
刻意求工 ke.yi.qiu.gong
可有可无 ke.you.ke.wu
课语讹言 ke.yu.e.yan
刻章琢句 ke.zhang.zuo.ju
渴者易为饮 ke.zhe.yi.wei.yin
渴者易饮 ke.zhe.yi.yin
苛政猛于虎 ke.zheng.meng.yu.hu
刻舟求剑 ke.zhou.qiu.jian
刻足适屦 ke.zu.shi.ju
肯构肯堂 ken.gou.ken.tang
肯堂肯构 ken.tang.ken.gou
坑绷拐骗 keng.beng.guai.pian
坑灰未冷 keng.hui.wei.leng
坑家败业 keng.jia.bai.ye
铿金戛玉 keng.jin.jia.yu
硁硁之愚 keng.keng.zhi.yu
坑蒙拐骗 keng.meng.guai.pian
铿镪顿挫 keng.qiang.dun.cuo
空城计 kong.cheng.ji
空洞无物 kong.dong.wu.wu
空费词说 kong.fei.ci.shuo
空腹高心 kong.fu.gao.xin
空腹便便 kong.fu.pian.pian
空谷白驹 kong.gu.bai.ju
空谷传声 kong.gu.chuan.sheng
空谷幽兰 kong.gu.you.lan
空谷足音 kong.gu.zu.yin
恐后无凭 kong.hou.wu.ping
恐后争先 kong.hou.zheng.xian
空话连篇 kong.hua.lian.pian
恐慌万状 kong.huang.wan.zhuang
空空如也 kong.kong.ru.ye
空口说白话 kong.kou.shuo.bai.hua
空口无凭 kong.kou.wu.ping
孔孟之道 kong.meng.zhi.dao
控名责实 kong.ming.ze.shi
空前绝后 kong.qian.jue.hou
空室清野 kong.shi.qing.ye
空谈快意 kong.tan.kuai.yi
空头支票 kong.tou.zhi.piao
孔武有力 kong.wu.you.li
孔席墨突 kong.xi.mo.tu
空心汤圆 kong.xin.tang.yuan
空穴来风 kong.xue.lai.feng
恐遭物议 kong.zao.wu.yi
空中楼阁 kong.zhong.lou.ge
口碑载道 kou.bei.zai.dao
口不应心 kou.bu.ying.xin
口不择言 kou.bu.ze.yan
口齿伶俐 kou.chi.ling.li
口齿生香 kou.chi.sheng.xiang
口出不逊 kou.chu.bu.xun
口出大言 kou.chu.da.yan
口传心授 kou.chuan.xin.shou
口多食寡 kou.duo.shi.gua
口耳并重 kou.er.bing.zhong
口耳相传 kou.er.xiang.chuan
口耳之学 kou.er.zhi.xue
口沸目赤 kou.fei.mu.chi
口服心服 kou.fu.xin.fu
口腹之累 kou.fu.zhi.lei
口干舌燥 kou.gan.she.zao
口含天宪 kou.han.tian.xian
扣壶长吟 kou.hu.chang.yin
口惠而实不至 kou.hui.er.shi.bu.zhi
口讲指画 kou.jiang.zhi.hua
口角春风 kou.jiao.chun.feng
口角生风 kou.jiao.sheng.feng
口口声声 kou.kou.sheng.sheng
口口相传 kou.kou.xiang.chuan
口快心直 kou.kuai.xin.zhi
叩马而谏 kou.ma.er.jian
口蜜腹剑 kou.mi.fu.jian
扣槃扪烛 kou.pan.men.zhu
口轻舌薄 kou.qing.she.bao
扣人心弦 kou.ren.xin.xian
口若悬河 kou.ruo.xuan.he
口尚乳臭 kou.shang.ru.xiu
叩石垦壤 kou.shi.ken.rang
口是心非 kou.shi.xin.fei
口说无凭 kou.shuo.wu.ping
口诵心惟 kou.song.xin.wei
口头禅 kou.tou.chan
口吐珠玑 kou.tu.zhu.ji
口吻生花 kou.wen.sheng.hua
叩心泣血 kou.xin.qi.xue
抠心挖肚 kou.xin.wa.du
口血未干 kou.xue.wei.gan
口燥唇干 kou.zao.chun.gan
口直心快 kou.zhi.xin.kuai
口中雌黄 kou.zhong.ci.huang
口中蚤虱 kou.zhong.zao.shi
口诛笔伐 kou.zhu.bi.fa
枯本竭源 ku.ben.jie.yuan
苦不堪言 ku.bu.kan.yan
苦不可言 ku.bu.ke.yan
苦大仇深 ku.da.chou.shen
苦海茫茫 ku.hai.mang.mang
苦海无边 ku.hai.wu.bian
苦尽甘来 ku.jin.gan.lai
苦尽甜来 ku.jin.tian.lai
苦口良药 ku.kou.liang.yao
苦口逆耳 ku.kou.ni.er
苦口婆心 ku.kou.po.xin
哭哭啼啼 ku.ku.ti.ti
苦乐不均 ku.le.bu.jun
枯苗望雨 ku.miao.wang.yu
枯木逢春 ku.mu.feng.chun
枯木生花 ku.mu.sheng.hua
枯木死灰 ku.mu.si.hui
枯木朽株 ku.mu.xiu.zhu
枯木再生 ku.mu.zai.sheng
苦难深重 ku.nan.shen.zhong
哭丧着脸 ku.sang.zhe.lian
苦身焦思 ku.shen.jiao.si
枯树开花 ku.shu.kai.hua
枯树生花 ku.shu.sheng.hua
苦思冥想 ku.si.ming.xiang
哭天喊地 ku.tian.han.di
哭天抹泪 ku.tian.mo.lei
哭笑不得 ku.xiao.bu.de
苦心孤诣 ku.xin.gu.yi
苦心积虑 ku.xin.ji.lv
苦心经营 ku.xin.jing.ying
枯形灰心 ku.xing.hui.xin
枯杨生稊 ku.yang.sheng.ti
枯鱼涸辙 ku.yu.he.zhe
苦雨凄风 ku.yu.qi.feng
哭于斯 ku.yu.si
枯鱼衔索 ku.yu.xian.suo
枯鱼之肆 ku.yu.zhi.si
枯耘伤岁 ku.yun.shang.sui
枯燥无味 ku.zao.wu.wei
枯枝败叶 ku.zhi.bai.ye
枯枝再春 ku.zhi.zai.chun
苦中作乐 ku.zhong.zuo.le
枯株朽木 ku.zhu.xiu.mu
夸大其词 kua.da.qi.ci
夸多斗靡 kua.duo.dou.mi
跨凤乘龙 kua.feng.cheng.long
跨凤乘鸾 kua.feng.cheng.luan
夸父逐日 kua.fu.zhu.ri
夸夸而谈 kua.kua.er.tan
夸夸其谈 kua.kua.qi.tan
胯下蒲伏 kua.xia.pu.fu
胯下之辱 kua.xia.zhi.ru
快步流星 kuai.bu.liu.xing
脍不厌细 kuai.bu.yan.xi
快刀斩乱麻 kuai.dao.zhan.luan.ma
快犊破车 kuai.du.po.che
快马加鞭 kuai.ma.jia.bian
快马一鞭 kuai.ma.yi.bian
快人快事 kuai.ren.kuai.shi
快人快语 kuai.ren.kuai.yu
快意当前 kuai.yi.dang.qian
脍炙人口 kuai.zhi.ren.kou
宽大为怀 kuan.da.wei.huai
宽打窄用 kuan.da.zhai.yong
宽宏大度 kuan.hong.da.du
宽宏大量 kuan.hong.da.liang
款款而谈 kuan.kuan.er.tan
宽猛相济 kuan.meng.xiang.ji
宽仁大度 kuan.ren.da.du
款学寡闻 kuan.xue.gua.wen
宽以待人 kuan.yi.dai.ren
旷达不羁 kuang.da.bu.ji
狂吠狴犴 kuang.fei.bi.an
狂风暴雨 kuang.feng.bao.yu
狂风恶浪 kuang.feng.e.lang
狂蜂浪蝶 kuang.feng.lang.die
狂风怒号 kuang.feng.nu.hao
狂风骤雨 kuang.feng.zhou.yu
旷夫怨女 kuang.fu.yuan.nv
旷古绝伦 kuang.gu.jue.lun
旷古奇闻 kuang.gu.qi.wen
旷古未闻 kuang.gu.wei.wen
旷古未有 kuang.gu.wei.you
狂轰滥炸 kuang.hong.lan.zha
匡救弥缝 kuang.jiu.mi.feng
匡乱反正 kuang.luan.fan.zheng
狂奴故态 kuang.nu.gu.tai
狂嫖滥赌 kuang.piao.lan.du
恇怯不前 kuang.qie.bu.qian
筐箧中物 kuang.qie.zhong.wu
狂犬吠日 kuang.quan.fei.ri
旷日持久 kuang.ri.chi.jiu
旷日弥久 kuang.ri.mi.jiu
诳时惑众 kuang.shi.huo.zhong
匡时济世 kuang.shi.ji.shi
匡时济俗 kuang.shi.ji.su
旷世奇才 kuang.shi.qi.cai
匡俗济时 kuang.su.ji.shi
狂涛骇浪 kuang.tao.hai.lang
狂妄自大 kuang.wang.zi.da
窥豹一斑 kui.bao.yi.ban
溃不成军 kui.bu.cheng.jun
愧不敢当 kui.bu.gan.dang
跬步千里 kui.bu.qian.li
愧悔无地 kui.hui.wu.di
葵藿倾阳 kui.huo.qing.yang
窥间伺隙 kui.jian.si.xi
窥见一斑 kui.jian.yi.ban
揆理度情 kui.li.duo.qing
馈贫之粮 kui.pin.zhi.liang
揆情度理 kui.qing.duo.li
岿然不动 kui.ran.bu.dong
喟然长叹 kui.ran.chang.tan
岿然独存 kui.ran.du.cun
愧天怍人 kui.tian.zuo.ren
魁梧奇伟 kui.wu.qi.wei
亏心短行 kui.xin.duan.xing
溃于蚁穴 kui.yu.yi.xue
悃愊无华 kun.bi.wu.hua
昆弟之好 kun.di.zhi.hao
困而不学 kun.er.bu.xue
困而学之 kun.er.xue.zhi
昆山片玉 kun.shan.pian.yu
困兽犹斗 kun.shou.you.dou
困心衡虑 kun.xin.heng.lv
困心横虑 kun.xin.heng.lv
琨玉秋霜 kun.yu.qiu.shuang
困知勉行 kun.zhi.mian.xing
阔步高谈 kuo.bu.gao.tan
廓达大度 kuo.da.da.du
阔论高谈 kuo.lun.gao.tan
拉捭摧藏 la.bai.cui.cang
拉帮结派 la.bang.jie.pai
拉家带口 la.jia.dai.kou
腊尽春回 la.jin.chun.hui
拉拉扯扯 la.la.che.che
拉三扯四 la.san.che.si
拉闲散闷 la.xian.san.men
来处不易 lai.chu.bu.yi
来而不往非礼也 lai.er.bu.wang.fei.li.ye
癞蛤蟆想吃天鹅肉 lai.ha.ma.xiang.chi.tian.e.rou
来鸿去燕 lai.hong.qu.yan
来回来去 lai.hui.lai.qu
来历不明 lai.li.bu.ming
来龙去脉 lai.long.qu.mai
来情去意 lai.qing.qu.yi
来去分明 lai.qu.fen.ming
来去无踪 lai.qu.wu.zong
来日大难 lai.ri.da.nan
来日方长 lai.ri.fang.chang
来世不可待 lai.shi.bu.ke.dai
来势汹汹 lai.shi.xiong.xiong
来因去果 lai.yin.qu.guo
来迎去送 lai.ying.qu.song
赖有此耳 lai.you.ci.er
来者不拒 lai.zhe.bu.ju
来者不善 lai.zhe.bu.shan
来者不善善者不来 lai.zhe.bu.shan.shan.zhe.bu.lai
来者可追 lai.zhe.ke.zhui
来之不易 lai.zhi.bu.yi
来踪去迹 lai.zong.qu.ji
兰艾难分 lan.ai.nan.fen
兰艾同焚 lan.ai.tong.fen
兰摧玉折 lan.cui.yu.zhe
澜倒波随 lan.dao.bo.sui
烂额焦头 lan.e.jiao.tou
阑风长雨 lan.feng.chang.yu
滥官污吏 lan.guan.wu.li
兰桂齐芳 lan.gui.qi.fang
褴褛筚路 lan.lv.bi.lu
烂漫天真 lan.man.tian.zhen
揽名责实 lan.ming.ze.shi
揽辔澄清 lan.pei.cheng.qing
揽辔登车 lan.pei.deng.che
揽权纳贿 lan.quan.na.hui
烂若披锦 lan.ruo.pi.jin
蓝田生玉 lan.tian.sheng.yu
览闻辩见 lan.wen.bian.jian
兰心蕙性 lan.xin.hui.xing
兰薰桂馥 lan.xun.gui.fu
兰因絮果 lan.yin.xu.guo
滥用职权 lan.yong.zhi.quan
滥竽充数 lan.yu.chong.shu
兰芝常生 lan.zhi.chang.sheng
兰质蕙心 lan.zhi.hui.xin
兰质薰心 lan.zhi.xun.xin
烂醉如泥 lan.zui.ru.ni
狼狈不堪 lang.bei.bu.kan
狼狈万状 lang.bei.wan.zhuang
狼狈为奸 lang.bei.wei.jian
狼奔豕突 lang.ben.shi.tu
狼奔鼠窜 lang.ben.shu.cuan
稂不稂莠不莠 lang.bu.lang.you.bu.you
郎才女貌 lang.cai.nv.mao
锒铛入狱 lang.dang.ru.yu
浪蝶狂蜂 lang.die.kuang.feng
浪蝶游蜂 lang.die.you.feng
狼号鬼哭 lang.hao.gui.ku
琅嬛福地 lang.huan.fu.di
浪迹江湖 lang.ji.jiang.hu
浪迹萍踪 lang.ji.ping.zong
浪迹天下 lang.ji.tian.xia
浪迹天涯 lang.ji.tian.ya
朗朗乾坤 lang.lang.qian.kun
琅琅上口 lang.lang.shang.kou
朗目疏眉 lang.mu.shu.mei
狼贪虎视 lang.tan.hu.shi
狼贪鼠窃 lang.tan.shu.qie
狼吞虎咽 lang.tun.hu.yan
狼心狗肺 lang.xin.gou.fei
狼心狗行 lang.xin.gou.xing
狼眼鼠眉 lang.yan.shu.mei
狼烟四起 lang.yan.si.qi
阆苑琼楼 lang.yuan.qiong.lou
浪子回头 lang.zi.hui.tou
狼子兽心 lang.zi.shou.xin
狼子野心 lang.zi.ye.xin
浪子宰相 lang.zi.zai.xiang
老蚌生珠 lao.bang.sheng.zhu
老蚌珠胎 lao.bang.zhu.tai
牢不可破 lao.bu.ke.po
老蚕作茧 lao.can.zuo.jian
老成持重 lao.cheng.chi.zhong
老成见到 lao.cheng.jian.dao
老成练达 lao.cheng.lian.da
老大徒伤悲 lao.da.tu.shang.bei
老大无成 lao.da.wu.cheng
老当益壮 lao.dang.yi.zhuang
老调重谈 lao.diao.chong.tan
老而不死 lao.er.bu.si
老而不死是为贼 lao.er.bu.si.shi.wei.zei
劳而无功 lao.er.wu.gong
老虎头上扑苍蝇 lao.hu.tou.shang.pu.cang.ying
老虎头上搔痒 lao.hu.tou.shang.sao.yang
老骥伏枥 lao.ji.fu.li
老奸巨滑 lao.jian.ju.hua
老江湖 lao.jiang.hu
劳苦功高 lao.ku.gong.gao
唠唠叨叨 lao.lao.dao.dao
老泪纵横 lao.lei.zong.heng
老马恋栈 lao.ma.lian.zhan
老马识途 lao.ma.shi.tu
老迈龙钟 lao.mai.long.zhong
劳民伤财 lao.min.shang.cai
老谋深算 lao.mou.shen.suan
老牛破车 lao.niu.po.che
老牛舐犊 lao.niu.shi.du
老罴当道 lao.pi.dang.dao
老婆当军 lao.po.dang.jun
老气横秋 lao.qi.heng.qiu
老弱残兵 lao.ruo.can.bing
牢骚满腹 lao.sao.man.fu
老僧入定 lao.seng.ru.ding
劳身焦思 lao.shen.jiao.si
老生常谈 lao.sheng.chang.tan
老实巴交 lao.shi.ba.jiao
劳师动众 lao.shi.dong.zhong
牢什古子 lao.shi.gu.zi
劳师袭远 lao.shi.xi.yuan
老鼠过街 lao.shu.guo.jie
老鼠过街人人喊打 lao.shu.guo.jie.ren.ren.han.da
老死不相往来 lao.si.bu.xiang.wang.lai
劳思逸淫 lao.si.yi.yin
老态龙钟 lao.tai.long.zhong
老天拔地 lao.tian.ba.di
老王卖瓜 lao.wang.mai.gua
劳心焦思 lao.xin.jiao.si
劳心苦思 lao.xin.ku.si
劳形苦心 lao.xing.ku.xin
老羞成怒 lao.xiu.cheng.nu
老朽无能 lao.xiu.wu.neng
劳燕分飞 lao.yan.fen.fei
劳逸结合 lao.yi.jie.he
老有所终 lao.you.suo.zhong
老妪能解 lao.yu.neng.jie
老于世故 lao.yu.shi.gu
老之将至 lao.zhi.jiang.zhi
乐不极盘 le.bu.ji.pan
乐不可极 le.bu.ke.ji
乐不可言 le.bu.ke.yan
乐不可支 le.bu.ke.zhi
乐不思蜀 le.bu.si.shu
乐昌分镜 le.chang.fen.jing
乐此不倦 le.ci.bu.juan
乐此不疲 le.ci.bu.pi
乐道安贫 le.dao.an.pin
乐而不淫 le.er.bu.yin
乐而忘返 le.er.wang.fan
乐极悲生 le.ji.bei.sheng
乐极生悲 le.ji.sheng.bei
乐善好施 le.shan.hao.shi
乐山乐水 le.shan.le.shui
乐天知命 le.tian.zhi.ming
乐业安居 le.ye.an.ju
乐以忘忧 le.yi.wang.you
乐在其中 le.zai.qi.zhong
泪迸肠绝 lei.beng.chang.jue
雷打不动 lei.da.bu.dong
累牍连篇 lei.du.lian.pian
泪干肠断 lei.gan.chang.duan
擂鼓鸣金 lei.gu.ming.jin
磊瑰不羁 lei.gui.bu.ji
累教不改 lei.jiao.bu.gai
类聚群分 lei.ju.qun.fen
累块积苏 lei.kuai.ji.su
磊磊落落 lei.lei.luo.luo
累累如珠 lei.lei.ru.zhu
雷厉风行 lei.li.feng.xing
泪流满面 lei.liu.man.mian
累卵之危 lei.luan.zhi.wei
雷鸣瓦釜 lei.ming.wa.fu
泪如泉涌 lei.ru.quan.yong
泪如雨下 lei.ru.yu.xia
雷声大 lei.sheng.da
雷声大雨点小 lei.sheng.da.yu.dian.xiao
擂天倒地 lei.tian.dao.di
雷霆万钧 lei.ting.wan.jun
